GlytouCan_id,PubChem_id,UniCarb_id,Tax_id
G78475DU,CID91853272|SID252285653,-,9606
G96746BC,-,-,9606
G35528XC,CID71297368|SID252287776,2553,4615|32644|9606|9823|9913|6908|10114|10116|7460|55057|7091|7108|7111
G39764AC,CID91849350|SID252281000,-,9606
G83078TI,CID91860871|SID252294769,-,9606
G23681XP,-,-,9606|10114
G99264QJ,CID91845360|SID252276237,-,9606
G60956VN,CID71297458|SID252295683,1495,93934|9031|9796|32644|10090|10114|9913|11276|9606
G14576KZ,CID71297410|SID252276280,1487,9796|7111|9606|9615|7004|7091|9544|10141|6334|9913|9940|40674|10090|10116
G09430FY,-,-,9606
G66163TI,CID53262359|SID252297218,-,217|10114|9606
G17168RO,CID91848302|SID252279767,-,9606
G48409OW,-,-,9606
G57051OG,CID91846758|SID252277897,-,9606
G17331IX,CID91854903|SID252287619,-,9606
G77481VH,-,-,9606
G48154LM,CID91852335|SID252284546,-,9606
G68955EJ,CID91860068|SID252293786,-,9606
G61866NY,-,-,9606
G22927MQ,-,-,9606
G02562EQ,CID91861616|SID252295649,-,9606
G21905ZO,CID71298421|SID252281742,65,9606
G08244KE,CID91855347|SID252288144,-,9606
G00039MO,CID91853465|SID252285892,-,9606
G00052MO,CID45266908|SID252284113,-,210|9685|85962|9823|9606|9615|12721|102617|9913|9986|10036|10090|10114|11676|9534
G93758YP,CID91851985|SID252284120,-,9606
G22012EW,CID71298108|SID252293925,145,8296|9913|9606|10116
G70851FQ,CID71297550|SID252282246,4017,9606
G75671DO,CID91854160|SID252286708,-,55429|6181|6183|9606
G09125WG,CID71297609|SID252276543,5100,9606
G19075LN,CID91850839|SID252282754,-,9606
G61780GR,CID91857952|SID252291261,-,9606
G50624UG,-,-,9606
G18510WC,-,-,9606
G80153HF,CID91849692|SID252281394,-,9606
G71121NN,CID70678718|SID252294074,100,9606
G43832DJ,-,-,9606
G29857RC,CID10606585|SID252294128,-,9031|9913|9940|11033|9606
G32967PZ,-,-,9257|9258|9606
G64968QT,CID91852265|SID252284459,-,9606
G54334WY,CID71298293|SID252289463,150,9606
G55507NB,-,-,9606
G08465VN,CID91850548|SID252282411,-,9606
G10189EJ,CID91854417|SID252287025,-,9606
G85930OB,CID91844952|SID252275775,-,9606
G50205RT,CID91849498|SID252281176,-,9606|10114
G51840MR,-,-,9606
G69381LS,CID91861994|SID252296098,-,9606
G10993EM,CID91845613|SID252276531,-,9606
G08776GA,CID91846747|SID252277886,-,9606
G66658UG,CID91845337|SID252276212,-,10114|9606
G91624CJ,CID91860424|SID252294221,-,9606
G00395TQ,CID91850249|SID252282053,-,9606|4615
G83350FI,-,-,9606
G94562LS,-,-,9606|9925
G94615OV,-,-,9606
G05206VR,-,-,9606
G94106MV,CID91855209|SID252287979,-,10029|8404|9606|9031|8399
G28659UB,CID71297894|SID252289911,1649,9103|10114|7787|9606
G59508TM,CID91855290|SID252288077,-,9823|9606|10114
G63188OY,-,-,9606
G78929WE,-,-,9606
G60320IS,-,-,9606
G04535LS,CID91846742|SID252277881,-,9606
G50354DO,CID71297379|SID252292264,2045,10141|32644|9606
G77285LE,CID91846940|SID252278112,-,9823|9940|9606|9986
G38909RH,-,-,9606
G01670UQ,CID71297652|SID252278870,1107,9031|9913|9986|32644|10141|9606|9796
G61539GW,CID91861057|SID252294987,-,9606
G02600QJ,-,-,9606
G83001FQ,CID91846735|SID252277874,-,9606
G77026KL,CID91848694|SID252280238,-,9606
G61730RY,CID70679044|SID252295402,-,9606
G02470WS,CID91860067|SID252293784,-,9606
G10581YA,CID71298228|SID252291304,166,9606|9913
G65087VI,CID91852496|SID252284738,-,9606
G21005TQ,CID71297520|SID252278452,1719,9606
G60109PL,CID91862483|SID252296699,-,9606
G12400OQ,-,-,9606
G68059HB,-,-,9606
G40523QS,-,-,9606
G00370EI,CID91860459|SID252294266,-,9606
G82858KU,CID91859615|SID252293240,-,9606|9615|10114|10116|9823
G12655NI,-,-,9606|9913
G89877QI,CID91862691|SID252296950,-,9913|9940|9986|9606
G31135WM,CID56836112|SID252296891,-,9913|9606|10090
G23616ZX,CID91851241|SID252283236,-,9913|9940|9606
G41227XH,CID91845113|SID252275955,-,9913|9606
G24366XJ,-,-,9606
G64693IG,CID91854867|SID252287572,-,9606
G00056MO,CID10177989|SID252278809,-,9606|562
G33347WY,CID91859432|SID252293025,-,9606
G45533OY,-,-,9606
G26693IX,-,-,10029|9606
G06550JR,CID91857639|SID252290883,-,10090|9606|9986
G59092IU,-,-,10029|9606|4930|4932
G09676KV,-,-,9606
G44510KF,CID91860650|SID252294499,-,9606
G93319SH,-,-,9606
G13602QE,CID91852792|SID252285091,-,9606
G13515ZY,CID91858286|SID252291652,-,9606
G13332FM,-,-,10090|9606
G29042WW,CID91858387|SID252291775,-,11176|10026|10090|10114|11309|11676|11795|11820|5062|9606|9823|11783|9666|11709|11313
G36977EW,-,-,9606|9913
G15006PM,CID91852020|SID252284161,-,9606
G38630WM,CID91860549|SID252294377,-,9606|10090|11795
G57955DP,CID91860368|SID252294152,-,9606
G04616ST,CID440994|SID252284390,717,562|10090|9606
G03433NI,-,-,9606
G37841WI,CID91851171|SID252283151,-,9606
G26730QM,CID91853318|SID252285711,-,9606
G22385OT,CID91859833|SID252293500,-,9606
G62870ZM,-,-,9606
G28378XH,-,-,9606
G04624DG,CID70678938|SID252291774,-,9606
G95336MK,CID91852728|SID252285014,-,9606
G50887TF,CID91861188|SID252295141,-,9606
G10225UW,-,-,9606
G15351FP,-,-,9606
G97501MA,CID53477630|SID252280387,-,10114|9606
G22251DB,-,-,9606
G91161VR,CID91858306|SID252291675,-,9606
G27775IZ,CID91852665|SID252284941,-,9606
G41372SJ,CID11801477|SID252293318,381|7324,9606|9913
G40198OD,CID71297914|SID252295160,1066|7040,3888|3885|4146|55057|12990|4087|4220|11309|4026|7091|9606|9685|9823|9913|5693|9091|3988|5061|10029|10090|10114|10141|11795|43364|5052|7108|7111
G19943KG,CID91855349|SID252288147,-,9606
G61664CH,CID91856612|SID252289665,-,9606
G73683LQ,CID71297704|SID252281652,7077,11191|9606
G10503MP,CID91856241|SID252289219,-,9913|9606|10090|10114
G19106CR,CID91849087|SID252280686,1317,9606|9940
G90999QY,-,-,9606
G64652AR,-,-,9606
G39558MO,-,-,9606|10116
G51941HK,CID91862772|SID252297050,-,9606
G04775TV,-,-,9606
G39896WY,CID53262374|SID252295010,-,9606
G52558CF,CID71297633|SID252280080,4081,9606
G69023SD,CID91847535|SID252278844,-,9606
G53031JB,CID91846132|SID252277144,-,9606
G72745SQ,CID91857564|SID252290793,-,9606
G04018GO,CID91860375|SID252294160,-,9606
G96916QO,CID71297867|SID252276221,1793,9606|10029|10036
G37591JC,CID71297655|SID252279321,1243,10141|9606|9913|9986|9031
G11876US,CID71298197|SID252278739,716,9606
G93638BI,CID71297840|SID252278387,1615,56060|32644|9031|9606|9913|9986|10090
G20265RJ,CID91861058|SID252294989,-,9606|9986
G77712UR,CID91857781|SID252291058,-,7460|7458|9606|9823|9913|11709
G02483WT,CID91848235|SID252279691,-,9606
G13074BX,-,-,9606
G24693UW,-,-,9606|9913
G74975UG,-,-,9606
G89058HG,CID71298327|SID252281736,158,9606
G27071PO,CID91849125|SID252280726,-,9606
G36824BJ,CID91846754|SID252277893,-,9606
G53809CJ,CID71297710|SID252291471,6067,9606
G07360NF,-,-,9606
G59022FC,-,-,9606|10090
G01767JJ,CID21670525|SID252296233,-,9823|9542|9544|9606|10029|10090|10114|8976|9913|9940|9986
G02654EL,-,-,9606
G37974GN,CID91846755|SID252277894,-,9606
G33617JJ,CID91861798|SID252295860,-,9606
G35150SV,-,-,9606
G15402YD,-,-,9606|10090
G71274MV,-,-,9606
G24798BT,CID91845276|SID252276141,-,9606
G58066AL,-,-,9606
G68113KQ,-,-,1245|9606
G29138OW,CID71297764|SID252280047,1587,11176|32644|4081|9606|9823|9940|10029|10036|10090|10114|11795|5062
G43081BK,CID53262323|SID252279861,2601,9913|9606
G65542KP,-,-,9606
G85738YX,-,-,9606
G40585SO,CID91845781|SID252276733,-,9606
G37597VQ,CID71298415|SID252290649,323,9606
G66257KQ,CID91849014|SID252280601,-,3864|3884|3886|3847|3885|5691|10029|10090|10114|7460|7458|11320|11309|12721|9606|9823|9940|7227
G32216IU,CID91848540|SID252280050,-,9606
G43873MM,CID91848714|SID252280260,-,9606
G63614KK,-,-,9606
G33370EK,CID91859020|SID252292543,-,9606|32644
G06171TU,CID91851884|SID252283996,-,9606|9913
G53158TJ,-,-,10114|9606|9913|9986
G65223RT,CID91846729|SID252277868,-,9606
G75839SN,-,-,9606|9913|11309|11313|10029|10090
G00362UY,-,-,10114|10029|9606|9823
G55327VV,CID91859575|SID252293192,-,9606
G47252EW,-,-,10029|9606
G81761OR,-,-,9606
G06730AH,-,-,9606|9913
G25902AL,CID71297875|SID252283111,1203,9606|10029|10036|10114
G25432QA,-,-,9606
G20877ZV,CID91853965|SID252286477,-,9606
G84906ML,CID91861932|SID252296022,-,9796|9823|9606|9615|43148|9031|9913|10026|10029|10090|10114
G04130SK,-,-,9606
G23778GQ,CID91853244|SID252285623,-,9606|10029
G88000AO,-,-,9606
G16144PA,-,-,9606
G19889ZI,CID91854476|SID252287100,-,9606
G91089ZR,CID91855406|SID252288212,-,3885|9606|11320
G61575RT,CID91853217|SID252285589,-,9606
G86700TF,CID91860573|SID252294404,-,9606
G24529NQ,CID71297236|SID252287325,1735,9606
G88421PE,CID91853151|SID252285506,-,9606
G36749ZK,CID91847198|SID252278432,-,9606
G01747FB,CID91858777|SID252292249,-,9606
G82945RR,CID91850025|SID252281787,-,9606
G64085NR,-,-,10029|9606|9913
G87308QC,CID71297403|SID252295734,3411,9606
G65285QO,CID91845698|SID252276631,-,10029|10114|9548|9606|9615|43148|9913|9823
G14969WO,-,-,9606|4530
G43664YB,CID91851862|SID252283973,-,9606
G13270NH,-,-,9606
G54461SS,CID91852050|SID252284197,-,9606|9823|6181|6183
G63714PL,-,-,9606
G57650VC,-,-,9606
G11263YZ,CID91849782|SID252281492,-,287195|8015|8021|8022|8035|9606|9823|9913|8384
G99374NI,-,-,9606
G14190WK,-,-,9606
G17041CW,CID91849086|SID252280685,-,9606|9913
G14043TF,CID91850103|SID252281874,-,9606
G83712UA,-,-,9606
G32592IB,CID91855894|SID252288802,-,9606
G42664TF,CID91861187|SID252295140,-,9606
G16269RR,-,-,9606
G03195HW,-,-,9606
G74290AC,CID71297783|SID252278486,2019,10029|10036|9606|40674
G63981YU,CID91857184|SID252290343,-,9606
G81471KU,CID91855238|SID252288013,-,8296|9606|9823|10114
G58896AZ,CID21670519|SID252288216,-,9823|9913|9940|9986|9031|10026|10029|10090|10114|9606|9615
G48616UI,CID91856154|SID252289107,-,9606
G78034SR,-,-,9606
G45145ET,-,-,9606
G10964LR,-,-,9606|562
G93507IP,-,-,210|9606
G02760XH,CID91857480|SID252290690,-,9606
G66846ML,CID91862787|SID252297072,-,9606
G26827ST,-,-,9606
G73111YU,CID91852573|SID252284831,-,9606
G85607DC,CID71297980|SID252280522,1595,11176|4844|11309|4081|9606|9913|4922|6973|10036|10090|10114|11795|5062|11269|32644
G43415UJ,CID71298348|SID252276789,456,9606
G14815WH,CID91848769|SID252280328,-,9606
G22176ZE,-,-,9606
G39531LA,CID71297838|SID252290033,1271,9796|9606|9913
G86851RC,CID91854373|SID252286978,-,9606|10114|10141|10090
G31601FB,-,-,9606|9823|8355|9913|10114|145282|156871|9940
G01031EZ,-,-,9606
G02278OY,-,-,9606
G57321FI,CID84265|SID252286217,-,9534|9606|34676|9986|10029|10090|11676|4932|12721|9913|9940|96820
G44541JO,CID91846248|SID252277287,-,9606
G65226QM,CID91862681|SID252296940,-,9606
G96758WF,CID91845865|SID252276830,-,9606
G73763NQ,-,-,9606
G80193TN,CID91850303|SID252282115,-,10114|9606
G86928UZ,CID91860447|SID252294250,-,9606
G39571QG,CID91859176|SID252292725,-,9606
G46945LQ,CID91854776|SID252287461,-,9606
G47614ZH,CID91861216|SID252295173,-,9606
G21521KS,CID91847477|SID252278769,-,9606
G02718AK,-,-,9913|10029|9606
G00413UF,CID91850486|SID252282338,-,9606
G03921DY,-,-,9606
G62732AB,CID10147060|SID252290143,-,9606
G54409JS,CID91856018|SID252288945,-,9606
G91365ZQ,CID70788978|SID252284585,-,9606|9913|9986|9031
G61956VN,CID71297752|SID252277278,4356,9606
G80552MJ,-,-,9534|10026|10029|10090|9606
G15826FL,-,-,10029|9606
G71782CJ,CID71297564|SID252293431,1605,10114|32644|9606|9823
G97353GO,CID91853610|SID252286054,-,9606
G97569KL,CID10995590|SID252295735,3829,9606
G51471ON,-,-,9606
G91560NT,CID71609400|SID252288191,-,9606|10029
G29386CS,CID91861720|SID252295772,-,9606
G59471JC,CID91849860|SID252281587,-,9606
G80268ZC,CID91851552|SID252283596,-,9606
G64581RP,CID439174|SID252292507,1219,44689|10090|9031|9606|10912
G65982DP,CID91853083|SID252285431,-,9606
G54273KX,-,-,9606
G33737SV,-,-,9606
G00112IO,CID91851800|SID252283898,-,9606
G73162HV,-,-,9606
G03564IA,CID91848556|SID252280068,-,9606
G49859TR,CID91848623|SID252280157,-,9606
G73708UL,CID91860208|SID252293954,-,9606
G22233KL,CID91859380|SID252292964,-,9606
G21998NE,-,-,9606
G32915BP,CID91861334|SID252295316,-,10090|10114|11820|9606|9796|9823|9913|9986
G86357DX,CID91854587|SID252287231,-,10029|9606
G10689ZT,CID91845823|SID252276781,-,9606
G13177TU,CID91860839|SID252294728,-,10090|9606
G47407FC,CID91858416|SID252291808,1321,9606|9913|9940
G76478FT,CID91850039|SID252281804,-,9606|10141
G77495MG,CID91845659|SID252276585,-,10114|9606|9913
G88749TS,CID91847551|SID252278865,-,9606
G64311TT,CID91862505|SID252296729,-,9606|9913
G95901MC,CID91853591|SID252286034,-,9606
G30241UB,CID91857830|SID252291115,-,9606
G93450CE,-,-,9606
G61071JD,CID16213812|SID252292191,-,9606
G02174FQ,CID91847514|SID252278814,-,9606
G85714GY,CID10295910|SID252282028,141,7726|10116|8296|9606|9913|9940
G99506BB,-,-,9606|5664|9913
G70647TI,CID91850945|SID252282880,-,10090|10114|9606
G47163SC,CID91855808|SID252288700,-,9606
G04445KN,CID71297514|SID252285510,2541,4087|4026|8404|9031|9913|9606|3649
G66689VP,-,-,9606
G71025DD,CID91861194|SID252295147,-,9606|9031
G01296LJ,CID91847811|SID252279177,-,9606
G58350LJ,CID91858787|SID252292261,-,10026|10114|9606|9913
G35106OM,-,-,9606
G06707ZH,-,-,9606
G86083AM,CID91845216|SID252276073,-,9606
G40945TN,-,-,9606
G22137KZ,CID91850776|SID252282683,-,9606
G73866ZM,CID71297660|SID252288236,1249,9606|9823|9913|9986|32644|9796|10090|10114|10116|10141|9031
G14138XB,CID91851688|SID252283758,-,9606
G00711QT,-,-,9606|9913|9823
G31598CF,-,-,9606
G11829TU,-,-,9606
G31627MW,CID91846378|SID252277440,-,9606
G40696TO,CID5326971|SID252277249,-,603|9606|10114
G53621MK,-,-,9606
G16276IK,CID91844984|SID252275811,-,9606|9913|9796
G32758HZ,CID91848293|SID252279758,-,10090|9823|9606
G14634AH,-,-,9606
G20453WS,CID91857968|SID252291278,-,9606
G50370PE,-,-,9606
G37805DA,-,-,9031|9606
G15144TI,CID91851302|SID252283303,-,9606|9913
G39035OI,CID91847953|SID252279348,-,9606
G58517TJ,CID71297728|SID252282355,1907,10090|9606
G60233WN,CID53239701|SID252292035,-,9606|10114
G92786VA,CID91854281|SID252286855,-,9606
G58276QF,CID71298416|SID252290853,324,9606
G12899EM,-,-,9606
G10881VB,CID71297517|SID252277332,3399,9606
G17075EV,-,-,4932|9606|9685|9823|9925|9940|10090|7460|7458|7108
G22793TW,-,-,9606
G84495HF,-,-,9606
G09687RJ,-,-,10114|9606|9615|9823|9913|9986
G92594VG,CID71298015|SID252279750,1753,10029|10036|9606
G73323VU,-,-,9606
G70947EQ,CID91847575|SID252278897,-,9606
G72356JA,CID71297722|SID252291462,1607,9031|9606|9986
G85652RK,CID91851549|SID252283592,-,9606
G43622SG,-,-,9606
G82216JH,-,-,9606
G61406KC,CID165880|SID252294006,-,8407|9823|30212|9606|10114
G49539WP,-,-,9606
G24870CO,-,-,9606
G63150NE,CID91855328|SID252288123,-,9913|9606
G60482OT,CID91847801|SID252279166,-,9606
G72992IV,CID91848761|SID252280320,-,9606
G49118ZT,CID91858586|SID252292008,-,9606|10114
G94626AX,CID71297316|SID252297112,3509,9606|10036
G73173YQ,-,-,9606
G44825LU,CID91856562|SID252289608,-,9606
G70593HA,CID91851619|SID252283675,-,9606
G50531NJ,CID91854729|SID252287403,-,9606
G12398HZ,CID91860397|SID252294190,-,9606
G41179DF,CID91850475|SID252282323,-,9913|9606
G79915IB,CID71298330|SID252277903,64,9606
G39852CS,CID91861803|SID252295867,-,9606
G79351ZW,CID91855558|SID252288402,-,9606
G47690ND,CID91848476|SID252279978,-,9606
G41234QD,CID91861819|SID252295886,-,9606
G25835YC,CID71298290|SID252281745,479,9606
G35722YG,CID71297658|SID252285663,1245,9606|9913
G13894RO,CID91857246|SID252290412,-,9606
G05596LB,-,-,9606
G82801WV,CID91847882|SID252279265,-,9606
G32781YS,-,-,9606
G18011IN,CID91855196|SID252287963,-,9606
G17977UE,CID91857625|SID252290867,-,9606
G54590JM,-,-,9606
G69672LF,-,-,9606|9913
G52428MJ,CID91847095|SID252278306,-,9606
G32522KP,-,-,9606
G81013EK,CID71297492|SID252281127,2047,9606|9913|10141|9685
G10112QT,CID91856353|SID252289355,-,9606
G94850KK,CID91848885|SID252280456,-,9606
G06862BZ,CID91862009|SID252296118,-,9606
G90230CI,-,-,9606
G97452SL,CID71298466|SID252279377,457,9606
G72166HB,-,-,10114|9606|9913|9986
G05611SB,CID91857545|SID252290767,-,9606|9940
G52839BU,CID91849500|SID252281178,-,9606
G18625KA,CID45266843|SID252293537,-,38241|70433|255365|9606|9685|9913|9986|9739|9728|9733|9737|9744|40691|8113|197|9031|9823|9755|9767|9769|8127|58319|7957|10026|10090|10114|10044|10150|10151|7962
G06209KS,CID91855835|SID252288736,-,9606
G37260FV,CID71297805|SID252293865,4783,9606|10090
G62779OI,CID71297670|SID252276744,2977,9606
G00830CM,-,-,9606
G11386DK,CID91857077|SID252290215,-,9606
G24769QK,CID91847888|SID252279271,-,9606|10029
G34706DW,CID91861037|SID252294964,-,9606
G65909WP,-,-,9606
G89637WE,-,-,10029|10090|9606|9031|9913|7787|7004|9823
G57981PR,-,-,171929|9606
G22686TA,CID91856919|SID252290020,-,9606
G91073KG,CID91852252|SID252284444,-,9606
G26877ST,CID91850318|SID252282130,-,9606
G17968CJ,CID71297763|SID252291834,1167,9606
G70073SG,CID10170667|SID252289748,1060,6735|10029|10036|10090|11276|7108|7111|42806|9913|40674|6334|8404|4026|9606|4087|9031|9091
G22836DF,-,-,9606
G46406BL,CID91849843|SID252281562,-,9606
G21518JT,-,-,185739|9031|9606|8048|48550
G98292JT,CID71297581|SID252278963,3127,9606
G29991XU,-,-,4513|4498|4026|4932|9606|511|5141
G24833OQ,CID91846218|SID252277253,-,9606
G92506EC,CID91845688|SID252276620,-,9606
G29574TI,-,-,9606
G42824AQ,CID71297961|SID252293763,1749,10029|10036|9606
G93819BH,-,-,9606
G89834SY,CID91861647|SID252295686,-,9606
G39064VB,CID53239800|SID252276702,-,10114|9606
G60615ZD,CID91851859|SID252283970,-,9606
G52160KJ,CID91846541|SID252277640,-,9606
G51862BI,CID91847654|SID252278996,-,9606
G87668ED,CID71297435|SID252280464,3209,9606
G06624ZC,CID91855283|SID252288069,-,9606
G69762TP,CID91855357|SID252288157,-,9606
G17344FG,CID91860752|SID252294619,-,9606|9940
G25361DH,-,-,9606
G87514QJ,CID91853125|SID252285474,-,9606|9031|9913
G79646HD,CID91850545|SID252282407,-,9606
G07061BV,CID71298404|SID252296175,312,9606
G02182MJ,CID71297934|SID252278072,4103,9606
G27919IH,CID91846067|SID252277068,-,9606
G81832XS,-,-,9606
G50660UT,CID91858974|SID252292489,-,9606
G14326YE,CID91857106|SID252290248,-,9606
G85843WY,CID91852703|SID252284988,-,93934|10090|8839|9606|9986
G63389VQ,CID71297636|SID252277983,4087,9606|32644
G58890ZT,CID91860091|SID252293811,-,9606
G42303MJ,CID91856093|SID252289038,-,9606
G10713RP,CID91856535|SID252289578,-,9606
G95166FG,-,-,9606
G96463EY,CID71298109|SID252290941,165,10116|8355|8387|38577|9606|9913|298395|156871
G83709GS,-,-,10029|9606
G95086RV,-,-,10090|9606
G22754FQ,CID91854179|SID252286729,-,10090|9031|9606|9823|9913
G30391YC,-,-,9606
G03016BW,CID91857068|SID252290204,-,9606
G19594VJ,-,-,9606
G68893BQ,CID91853963|SID252286475,-,9606
G89370FG,-,-,9606|10029
G17441MI,CID71297835|SID252280038,1201,10029|9606|61084
G88800UV,-,-,9913|9606|9685|10090|7787
G54602MP,-,-,9606
G55561NA,CID91847413|SID252278692,-,9606
G30998FW,CID91847894|SID252279277,-,9606
G35823EX,CID91847197|SID252278431,-,9606
G03164NE,CID91851871|SID252283982,-,9606
G45129XM,CID91854407|SID252287014,-,9606
G81601EB,CID91857755|SID252291021,-,9606
G86114KZ,-,-,9606
G44046WQ,CID91846287|SID252277340,-,9606
G10219AA,CID91828238|SID252288179,-,10090|9606
G61752HI,-,-,9606
G23041XK,CID91860035|SID252293745,-,9606
G62553AU,CID91849326|SID252280970,-,9606
G83455QZ,CID71298051|SID252286498,3155,10029|10036|9606|9913
G33741NT,-,-,9606
G58824SI,CID91855064|SID252287810,-,9606
G36264SN,-,-,9606
G03247RO,CID91855038|SID252287781,-,9606
G01414CL,CID91850226|SID252282029,-,9606
G59634NL,-,-,9606
G69752OZ,CID91860944|SID252294850,-,9606
G60951JA,-,-,9606
G17300DB,CID71298301|SID252293940,355,9606
G78230VU,-,-,10114|3573|10029|4081|9606|9913|52853
G15112UU,CID91860354|SID252294133,-,9606
G07174PY,-,-,9606
G08820NR,-,-,9606
G92337QR,-,-,9606
G22478ZB,-,-,9606
G71307CC,-,-,9606
G08140FC,CID91855942|SID252288856,-,10114|9796|9823|9606|43148|9031|9913
G84368MT,CID91847448|SID252278735,-,9606
G91388QD,CID91846495|SID252277582,-,9606
G67898UK,CID71297880|SID252293205,1531,9606
G14854WL,CID71297725|SID252288352,7225,10114|9606
G53498SO,-,-,9606
G03036FD,-,-,9913|9940|9986|10029|10141|9606|9031
G93301VQ,-,-,9606
G94436UW,-,-,9606
G30797DS,-,1921,9606|10090
G99956MJ,CID91860434|SID252294231,-,9606
G09513RD,-,-,9606
G29086KO,-,-,9606
G76389HC,CID71298440|SID252279933,50,9606
G27889FI,CID91851191|SID252283175,-,9606
G25423CA,-,-,9606
G48330KH,CID91850818|SID252282730,-,9606
G47633WZ,-,-,9606
G18923CQ,CID10220660|SID252279043,-,2190|9606
G69000LR,-,-,9606
G20030CU,CID91848126|SID252279556,-,9031|9606
G43558RC,CID91852329|SID252284540,-,9606|10114
G32227EH,CID91845208|SID252276062,-,9606
G20965WY,CID91858067|SID252291391,-,9606|10029
G11721NX,CID91860563|SID252294393,-,9606|10114
G76036GS,CID71298089|SID252291900,142,9606
G51883EC,-,-,9606
G14757SY,-,-,9606
G23980PE,-,-,9606
G08348BC,CID91855795|SID252288686,-,9606
G41324RH,CID71298433|SID252279573,68,9606
G21986MJ,-,-,9606|10029
G55153IW,CID91857171|SID252290329,-,562|9606|9913
G08577PR,-,-,9606
G80434TI,-,-,9606
G24283IO,CID91847607|SID252278939,-,9606
G96839UN,-,-,9606
G98795OG,CID91851690|SID252283760,-,9606
G52961XA,-,-,9606
G27314YB,CID91861183|SID252295135,-,9606|9913
G23347CS,CID91849670|SID252281372,-,10090|9606
G87921DA,-,-,9606|9823|9913|10029|10090
G79973CM,-,-,9606
G35312VR,-,-,9606
G69762CO,-,-,9606
G71479BM,-,-,9606
G08835TC,-,-,9606
G78347PZ,-,-,9606
G44825QL,CID91859464|SID252293065,-,9606
G69996RR,CID91862797|SID252297086,-,9606
G74130TT,CID91858516|SID252291930,-,9606
G25894QG,CID91851437|SID252283465,-,9606|4922
G08961VV,-,-,9606
G48265KY,-,-,9606
G20624LQ,CID44263861|SID252296646,1053,3883|3888|93934|6536|55057|32644|9031|6908|4087|10029|10090|6334|7460|7108|7111|7091|8404|9606|9685|9823|9913
G53404LB,CID91846136|SID252277148,-,9606
G77371IZ,-,-,9606
G91846CD,-,-,9606|10090
G05330ZQ,-,-,9606
G54765IU,-,-,9606
G28477UY,CID91844956|SID252275779,-,9606
G99524KA,CID91860352|SID252294130,-,7742|8113|10114|9606|9031
G59810YR,CID71297574|SID252278829,3217,9606
G42993UG,CID71298248|SID252278916,424,9606
G94232LU,CID91860924|SID252294827,-,9606
G84501YL,CID91853150|SID252285505,-,9606
G96214EI,CID91856462|SID252289490,-,9606
G53989JC,CID91846182|SID252277202,-,9606|9031
G21412CQ,CID91860827|SID252294712,-,9606
G09682KX,CID91846713|SID252277850,-,9606
G19127AY,-,-,9606
G17473NR,CID91852934|SID252285258,-,9606
G05784QE,CID91856636|SID252289695,-,6181|6183|9606|9940
G98308VA,CID91855344|SID252288141,-,9606
G48809ZO,CID91856017|SID252288944,-,9606
G85095TB,-,-,9606|10029
G11356UZ,CID91858764|SID252292233,-,9606
G55220VL,CID70698382|SID252296300,-,10141|9606|9823|9913|9031|10239|10026|10029
G70422TG,CID91851159|SID252283138,-,9606
G13698FQ,-,-,9606
G83644CC,CID71297483|SID252278783,1953,9606|98334|6183
G66021ZE,CID91854690|SID252287350,-,9823|9606|10114
G80508RX,-,-,9606
G29803MG,CID91852604|SID252284865,-,9606
G30524AR,CID91847609|SID252278941,-,9606
G80191VM,-,-,9606
G64852XI,-,-,9606
G31186LT,CID91845890|SID252276862,-,9606
G79215KX,CID91849674|SID252281376,-,9606|9913
G66184ZO,CID71298326|SID252283910,152,9606
G93310KW,-,-,9606
G95440SV,CID91862901|SID252297219,-,9606
G78108ZM,CID71298111|SID252295556,212,43114|9606
G80415EJ,CID91851466|SID252283497,-,9606
G14645TH,CID91852919|SID252285240,-,9606
G95537KQ,-,-,9606
G63505TP,CID91847063|SID252278264,-,9606
G53032HU,CID91856582|SID252289630,-,9606
G00066MO,CID49852448|SID252277739,-,9606|9823|10114|8355
G80343LW,-,-,9913|7787|9606|9685
G61715VD,CID91861740|SID252295793,-,9606
G97709WW,-,-,10029|8015|9606|61084
G93446UA,CID71297911|SID252276529,1165,9606
G86475BX,CID91859636|SID252293266,-,9606
G75584LU,CID71297455|SID252283911,3283,42806|9913|9031|9606|11309
G03137RO,-,-,9606
G67924FL,-,-,9606|10029
G11655BA,CID91855544|SID252288387,-,9606
G00646SN,CID91859077|SID252292609,-,9606
G75488YU,CID91857040|SID252290170,-,9606
G06637ET,-,-,9606
G64666BO,-,-,9606
G23718VU,CID91847713|SID252279069,-,9606
G48441KG,-,-,9606
G36306KM,-,-,9606
G85735KR,CID91853437|SID252285860,-,9606
G70308HL,CID71297439|SID252290858,7050,9606
G58236FD,CID71297654|SID252286753,1241,9913|9606
G75048LT,-,-,9823|9940|10114|9606|9913
G13836YR,CID91847938|SID252279332,-,9606
G61833XV,CID91850137|SID252281914,-,9823|9940|10114|9606|9913
G12761QA,CID71298397|SID252288088,240,9606|9823
G58759ZL,CID91853753|SID252286224,3771,9606
G99753FF,CID91862092|SID252296219,-,9606|10090
G62968IF,CID71297947|SID252285740,1669,10114|10029|10036|10090|12721|9606|9823|11269|9913
G88313DY,CID56927771|SID252278837,-,9606
G11276SJ,CID91852184|SID252284361,-,9606
G36191CD,CID70679254|SID252295676,-,9606|93934|9913|11033|10114|10141
