GlytouCan_id,PubChem_id,UniCarb_id,Tax_id
G34465ZP,CID91854253|SID252286821,-,9606|9031|9913|11309|11313
G49124LP,-,-,9606
G19212IL,CID91847606|SID252278937,-,9606
G92257YN,CID71297524|SID252294109,3397,9606
G37830TX,CID91852258|SID252284450,-,9606|9823|10090
G79996DQ,CID91852538|SID252284788,-,9606
G30035MO,CID91859801|SID252293465,-,9606|9913
G66998OZ,-,-,9606|10114
G47921ZO,CID71298096|SID252296040,301,9606
G20662UG,CID91847411|SID252278690,-,9606
G86606NT,-,-,9606
G94531EZ,CID91862097|SID252296224,-,9606|10026|10029|10114
G57278MI,-,-,9606
G00633GI,-,-,9606
G74609HP,CID53262389|SID252284891,-,9606|10114
G81183YX,-,-,9606
G34815RA,CID91852240|SID252284427,-,9606
G85485OQ,-,-,9606
G19152KQ,-,-,9606
G36691KB,-,-,9606
G79215ZS,CID91846694|SID252277828,-,9606
G29339IQ,-,-,9606
G14876IZ,CID91858344|SID252291726,-,9796|9606|9821|9823
G86388AX,CID91847661|SID252279003,-,9606|9913
G55104BW,CID71298270|SID252287531,185,9606
G70881GL,CID91847502|SID252278800,-,9606
G09115OQ,CID91845963|SID252276949,-,9606
G86385RC,CID56927921|SID252294569,1083,3562|4146|4220|3803|3888|3816|3885|12990|11309|7091|9606|4530|4922|5691|5693|9091|9913|7227|3988|5061|55057|10029|10090|10114|10141|43364|50557|88729|7108|7111|9823|38787|11276|7787
G90348RI,CID91853858|SID252286345,-,9606
G55184IL,CID91854892|SID252287605,-,9606
G30542PN,CID71297482|SID252292639,1135,9606
G74716XL,CID71297756|SID252296798,1159,9606
G58217PP,CID71297874|SID252287067,1195,32644|10029|10036|10114|10116|9606
G75547TX,CID91855360|SID252288161,-,9606
G80357KJ,-,-,9606
G01714NT,-,-,9606
G94705OR,CID71298429|SID252295667,57,9606
G77828MY,-,-,9606
G50850NI,CID444885|SID252289341,-,5690|487|9606
G35718GY,CID91847115|SID252278332,-,9606
G63889NK,CID91845155|SID252276000,-,10029|9606
G39809FW,CID71297955|SID252282321,4282,9606
G17108EX,CID53239770|SID252292722,-,9606
G13947MP,CID91855029|SID252287768,-,5908|8976|10114|7460|8839|9606|9823|7458
G56011JM,CID91845926|SID252276905,-,9913|9606
G03479ZN,-,-,9606
G31943KG,CID91861094|SID252295031,-,9606|9823
G46394FV,CID91853938|SID252286442,-,10090|9606
G46565HP,-,-,9606|4844|4932|6973|4081|9913|10114|85823
G72128LZ,-,-,9606|9913
G74026TS,CID91847587|SID252278912,-,9606|10090
G71606HZ,CID91847531|SID252278840,-,9606|186537|10090|10114|11309|12721|9796|9823|9940|9986
G70490JW,-,-,9606
G62097SF,CID91851050|SID252283012,-,9606
G92327HS,CID91852677|SID252284956,-,9606
G93861MS,-,-,9606
G33866SM,-,-,9606
G19607EP,-,-,9606
G01040ZV,-,-,9606|9913
G17996ZO,-,-,9606
G80126GC,CID197508|SID252292673,-,37931|10114|9606
G40702WU,CID70698311|SID252284771,-,3885|4932|8976|7787|10141|9823|9606
G98207CW,CID91861881|SID252295961,-,9606
G23083MS,-,-,9606
G10461TS,CID91849081|SID252280680,-,9606
G59041MP,CID71297882|SID252289627,1613,9606
G50091EW,CID91852486|SID252284725,-,9606
G55184GH,CID91849219|SID252280848,-,9606
G30529FG,CID91851479|SID252283513,-,10090|60746|9606|9913
G94798MK,CID25061461|SID252280135,-,9606
G05102JZ,CID91855574|SID252288422,-,9606
G56852BX,CID71297755|SID252292289,1151,9606|9913
G58807XI,CID91845573|SID252276488,-,9606
G74122NN,-,-,9606
G15059WI,CID91857244|SID252290410,-,9606|9986
G00060BT,-,-,9606
G56263MG,CID91846580|SID252277690,-,9606
G06341YK,CID91856575|SID252289622,-,9606|9823|10114
G80610PK,-,-,9606
G40792HV,CID91860328|SID252294099,-,9606
G90154FT,-,-,9606
G85790MP,CID91849102|SID252280701,-,9606
G94610QX,CID91861557|SID252295581,-,9606
G38478SQ,CID67610356|SID252292256,-,9986|9606
G74325TG,CID71297726|SID252281048,1501,9031|11309|32630|93934|9606|11269
G88310CR,-,-,9606
G31423NL,CID91849468|SID252281139,-,9606
G90712YJ,-,-,9606
G95223JW,CID71297615|SID252295414,2043,32644|9031|10029|9685|9606|9940
G66427ZQ,CID91849546|SID252281231,-,9606|9913
G53296VI,CID91846860|SID252278017,-,9606
G31668AP,CID91850384|SID252282212,-,9606|10090|9913
G75367YS,CID91861708|SID252295758,-,9606|9823
G11326RB,CID91850441|SID252282278,-,9606
G55492KC,-,-,9606
G39807DF,CID91853259|SID252285640,-,10090|9606
G75178DV,CID91849998|SID252281757,-,9606
G40748TG,CID656504|SID252288102,-,185739|9606|126344|10114
G77481LZ,CID91852848|SID252285153,-,46489|9606|9823
G86874HJ,-,-,9606|9913|9940
G11256DQ,CID91850332|SID252282145,-,9606
G08358DN,CID71298399|SID252289587,322,9606
G62469XB,-,-,9606
G10110YZ,CID91856293|SID252289278,-,9606
G42147XQ,CID91852260|SID252284453,-,9606
G33373MR,CID91857127|SID252290274,-,9606
G07372WA,-,-,9606
G30838QM,-,-,9606
G25577BM,CID91854388|SID252286995,-,9606
G70688TC,-,-,9606
G49401CB,CID91846782|SID252277927,-,9606
G82695BC,CID91858562|SID252291978,-,9606
G16293AI,CID91850998|SID252282946,-,10114|9606
G88393MK,CID53239796|SID252277698,-,9606
G20352YV,-,-,9606
G61878VZ,CID91852077|SID252284229,-,9606
G63242HY,CID91849979|SID252281731,-,9606
G59594CP,CID91854861|SID252287561,-,9031|9606|9913
G33874AV,-,-,9606
G73971ME,CID70679038|SID252275789,144,9913|9606|9823|10116
G70000DB,-,-,9606
G05180BW,CID91858310|SID252291681,-,9606
G07265CE,-,-,9606
G71296WI,-,-,9606
G26450SH,-,-,9606
G21067JW,-,-,9606|9823|9925|10141
G83412LT,CID91856775|SID252289858,-,9606
G75789AR,CID70789003|SID252285385,-,9789|9606|9796|9823|9913|9986|10090|10114|9940|9479|9685|562|9557
G81466NG,CID71298102|SID252289044,95,38577|9606|298395
G21939WK,CID91849475|SID252281146,-,9606
G51170QD,-,-,9606|562
G43944UW,CID91861485|SID252295500,-,9606
G00482HJ,CID91852469|SID252284702,-,9606|126283|8976|11309|11313
G28330DZ,CID71297836|SID252294047,1267,9606|9913|10090
G93209OB,-,-,9606
G86591TT,-,-,9606|9823|9913
G03246MZ,-,-,10090|9606
G93607TQ,-,-,9606
G72460OS,CID71297607|SID252280391,1157,9606
G08066KX,CID91847827|SID252279197,-,9606
G51209GW,CID71297433|SID252292480,3205,9606
G11479AN,CID91849231|SID252280861,-,9606
G82458BB,-,-,9606
G48421GV,CID71297401|SID252291862,2915,9031|9606|10090|9986
G23043XI,-,-,10114|9606|9913|9986
G94278FQ,CID91853235|SID252285612,-,9606
G37304XT,CID91847963|SID252279360,-,9606
G48027TR,CID9548802|SID252288377,462,161934|9606|1515
G86085BW,CID91850032|SID252281795,-,9606
G12460DL,CID71296137|SID252285300,-,9986|9606|9823
G98398TH,-,-,9606
G38267IW,CID91861462|SID252295475,-,9606
G36693BM,CID71297416|SID252296213,3187,9606
G43426MU,-,-,9606
G10470SE,CID71297959|SID252278127,1745,10029|10036|9606
G46420ZV,CID91850661|SID252282545,493,9606
G48466UB,CID71297497|SID252296490,1833,9606
G74111QE,-,-,9606
G16258KS,-,-,9606
G10816YX,CID91848827|SID252280393,106,9606
G64384IL,-,-,9606
G03921YK,-,-,9606
G02799CL,CID71298438|SID252289801,59,9606
G68651MF,CID71297480|SID252283551,1035,9606
G57007FO,CID91861256|SID252295220,-,9606
G13258AZ,CID91849951|SID252281702,-,9606
G38249IZ,-,-,9606
G96079QX,-,-,9606
G35362TE,CID91854694|SID252287354,-,9606
G24654CT,-,-,9606
G18814OJ,CID91851359|SID252283368,-,9606
G87217CO,CID91861210|SID252295166,-,9606
G73487DJ,-,-,9606
G20544CY,-,-,9606
G62165LJ,CID91850838|SID252282753,-,9606
G70829NO,-,-,9606
G17443MW,-,-,9606|9913
G04561MG,-,-,9606
G34234AZ,-,-,10090|9606
G31865AG,CID70698314|SID252289832,-,9606
G61411XJ,CID91854413|SID252287020,-,9606
G97123TW,CID91849415|SID252281075,-,9606
G63083GQ,-,-,9606
G72663HO,-,-,5544|9606
G97413OV,-,-,9606
G31429YW,-,-,11191|7091|55057|3988|10029|10090|9823|9606|9913
G39293VJ,-,-,9606
G14520ZO,CID91853967|SID252286479,-,9606
G89659QV,CID91860168|SID252293902,-,9606|9615
G73076IB,-,-,9606
G63038KS,-,-,9606
G43694RQ,CID91853306|SID252285694,-,9606
G29997FV,-,-,9606
G74684RY,-,-,75985|8015|8022|8040|487|562|478|9031|10114|9606
G23577TY,CID91847754|SID252279115,-,9606
G09533NV,-,-,9606
G16970LX,-,-,9606
G12352RJ,CID91851697|SID252283769,-,9606
G00048MO,CID45480569|SID252279306,-,210|9986|9534|10090|9606
G11865ZE,-,-,10029|9606
G01450RG,CID71298226|SID252280170,161,9606
G63496FG,CID91856735|SID252289811,-,9606
G25268QT,CID91862410|SID252296616,-,9606
G73539WK,-,-,9606
G83916HL,CID50909810|SID252293614,-,210|9606
G77915WT,CID71298062|SID252295424,81,9606|9823|9913|10116
G64144LP,-,-,9606
G24352FX,-,-,9606
G23681NU,CID91856022|SID252288950,-,9606
G83252PW,-,-,9606|10029
G83565SN,-,-,4932|9606|85823|6973
G89840WM,-,-,9606
G93160RG,CID91854069|SID252286602,-,9606
G58615XI,-,-,9606
G06022SA,CID91855132|SID252287890,-,9606
G00901NZ,CID71298319|SID252284991,157,9606
G35199BM,CID91850907|SID252282836,-,9606
G00606LX,CID71297975|SID252287607,7147,9606
G61420QM,CID91854024|SID252286550,-,562|9606|9796
G63282TI,-,-,9606
G12524BD,-,-,9606
G16026TZ,-,-,9606
G52547JZ,CID71297434|SID252281625,3207,9606
G90884CI,CID91849363|SID252281016,-,9606
G65937EW,-,-,11191|10090|9606
G75381NI,-,-,9606|10029
G38849GM,CID91858133|SID252291464,-,9606
G88009HX,CID91857273|SID252290443,-,9606
G01489UZ,CID71297701|SID252288824,4343,9606
G18165XJ,-,-,9606
G80161SF,CID91856688|SID252289754,-,32644|9606
G80816XP,-,-,9606
G90723FE,CID91846122|SID252277133,-,9606
G99647DZ,-,-,9606|10090
G67196QU,-,-,9606|10029
G34754UR,CID91853844|SID252286329,-,9606
G31254TP,-,-,9606|10114
G75687SF,CID71298300|SID252282970,354,9606
G97123IR,-,-,9606|10114
G06367TC,-,-,7957|9534|9031|9606|9823|9913|10026|10029|10090|10114
G54511PJ,CID91858552|SID252291967,-,9606|9913
G33972SX,CID91862555|SID252296786,-,9606
G97212ZE,CID91854639|SID252287293,-,9606
G40813RE,-,-,9606
G18901ZN,-,-,9606
G01595SM,CID71297370|SID252279168,7155,9606|40674|7227|9913
G89736UW,CID91852053|SID252284201,-,9606
G50076JD,-,-,9606
G33273UQ,CID71297377|SID252275893,3199,9606
G57184TT,CID91852423|SID252284649,-,9606
G33633KK,CID71298407|SID252295137,52,9606
G62824TL,-,-,9606
G71630AZ,-,-,9606
G14809NR,CID91849514|SID252281193,-,9606
G19238ZQ,CID71298432|SID252296764,66,9606
G11482NO,CID71298104|SID252297069,452,9606
G25127VR,-,-,9606
G72748AQ,CID91854064|SID252286593,-,9823|9986|9606|9615
G65419YA,CID91850607|SID252282484,-,9606
G94013XT,CID71297765|SID252278961,1589,11176|4081|9606
G15216UP,CID91846460|SID252277542,-,9606
G50576GW,CID91849025|SID252280613,-,9606
G34731QC,CID91856786|SID252289870,-,9606
G69944KZ,-,-,9606
G61530NU,-,-,9606
G28707FT,CID91855686|SID252288556,-,9606
G42388XF,-,-,9606
G44127LD,-,-,9606
G49465QD,-,-,9606
G39861AN,CID91851904|SID252284023,-,9606
G42140AQ,-,-,10090|9606
G23695JT,-,-,9606
G74433MQ,-,-,9606
G78956IC,CID91859146|SID252292690,-,9606
G88227QI,CID91856877|SID252289970,-,9606
G43702JT,-,-,747|10114|9606|9986
G72526IR,CID91860780|SID252294653,-,9606
G30739AG,CID91848382|SID252279867,-,9606
G00047MO,CID22806751|SID252282939,-,12721|9606
G58590MR,CID71298269|SID252286810,153,9606
G60653VD,CID71297471|SID252293832,1149,9796|98334|9606|9913|10036|6183|9823
G56067ON,CID91857466|SID252290675,-,9606
G32358YV,CID91845081|SID252275923,-,9606
G40184OL,-,-,9606|10090
G67328UY,CID91846686|SID252277820,-,9606
G64315DN,-,-,9606
G04576KS,CID91847307|SID252278562,-,9606
G98417SQ,-,-,9606
G14676JD,-,-,9606
G98878RR,CID71297320|SID252295914,3185,9606
G16984QJ,CID91855320|SID252288113,-,9606
G92296LB,CID71298424|SID252283915,315,9606
G06210XB,CID16216990|SID252290374,6328,9606
G47675LW,CID71297454|SID252292479,2909,9031|9606|42806
G01665LU,CID91857504|SID252290716,-,9606
G82368PU,-,-,9606
G56809XB,-,-,9606
G80147HT,CID71298220|SID252288903,98,9606|9796|9823|9913|9986|10029|10116
G88876JQ,CID10148744|SID252285540,1623,9606|9913|9986|93934|32644|4026|42806|9031|40674|10029|10090|10116|7787
G32437SG,CID91856784|SID252289867,-,9606
G69485SE,CID71297601|SID252277070,7388,9606|10116
G96881BQ,CID439554|SID252277474,-,5722|9606
G63521CI,-,-,9606
G93520OM,-,-,9606
G47520QY,CID71298134|SID252294213,453,9606
G46060BG,CID91846277|SID252277326,-,9606
G76548SO,CID91847310|SID252278565,-,9606
G24499XE,CID53477650|SID252293727,-,9606
G73654KH,-,-,9606
G42192BR,CID91853267|SID252285648,-,9606
G49104WF,CID91858056|SID252291380,-,9606
G17689DH,CID25098607|SID252290596,-,11034|9534|9606|10026|10029
G27720WY,CID91860298|SID252294061,-,11176|9606|9823
G68395LV,-,-,9606
G79810PX,CID71297787|SID252278088,2023,10036|9606
G80298HR,CID91856187|SID252289155,-,9606
G08373SM,CID71297795|SID252292697,4093,32644|9606
G07061YF,-,-,9606
G36123IU,CID51351800|SID252288642,-,10090|10114|12721|9913|9986|9606
G00055MO,CID439271|SID252296420,-,9606|10359
G69725KG,CID71297694|SID252284842,1527,9823|32644|10090|9606|9796
G72319UQ,-,-,9606
G09675DY,CID91858127|SID252291455,-,10090|10114|9031|9606|9796|9823|9913|9986
G55781KV,-,-,9606
G50216QG,-,-,9606
G83134ZR,-,-,9606
G42293RF,CID91857451|SID252290658,-,9606
G81121OC,CID71297798|SID252279106,2169,10090|9606|9913|11795|7787
G56271ML,CID71297749|SID252285102,7384,9606
G18892PE,CID10145887|SID252295359,693,9606|9913|9940|10116
G33364OS,CID71298462|SID252282995,460,9606
G37126IL,-,-,9606
G45408ZW,CID71297796|SID252286001,4095,9606|32644
G05344FK,-,-,9606
G58809AD,CID91851407|SID252283428,-,9606
G16768LX,CID91849271|SID252280906,-,11309|12721|10029|10090|10114|10141|11676|11820|9606|9615|9796|9823|9913|9925|9940|9986|11783|9666
G79021WI,-,-,9606
G30284BK,CID71298489|SID252278971,316,9606
G31760OO,-,-,9606
G48442VP,CID71297777|SID252295174,3973,11309|9031|9606|10090|10114|9823
G69916KR,-,-,9606
G10627KR,CID71297702|SID252286899,4345,9606
G14996IQ,CID91846062|SID252277063,-,9606
G46662LV,CID91848586|SID252280108,-,9606
G16274HY,-,-,9606
G22311MI,CID91859011|SID252292532,-,9606
G01200BW,CID91858574|SID252291990,-,9606
G18980FQ,CID10235450|SID252278411,7049,11309|32644|9606|9031
G14469GR,CID91860203|SID252293948,-,10090|7460|9606|7458
G31606TH,CID91858299|SID252291668,-,9606
G09947VE,CID91857073|SID252290210,-,9606
G97051EO,CID91846406|SID252277477,-,32644|9606
G60341PX,-,-,9606
G46107JU,-,-,9606
G18938DW,CID91828217|SID252294367,-,9606
G84471AO,-,-,9606
G91684MM,CID91853197|SID252285566,-,9606
G55922CA,-,-,9606
G37641EM,CID91855049|SID252287793,-,9606
G52120GQ,CID91849477|SID252281149,-,9606|9913
G80068SW,CID91858838|SID252292324,-,9606
G79368CP,CID91857039|SID252290169,1545,9606
G77923PO,-,-,9606
G93670TR,-,-,9606|9823
G45071EF,-,-,9606
G96681ZB,-,-,9606
G42832NT,-,-,9606
G89074AP,-,-,9606
G85895SP,CID91862511|SID252296735,-,9606
G81575FZ,CID91852081|SID252284233,-,9606
G12230UX,CID91850736|SID252282636,-,10114|9606
G06710OE,CID91858049|SID252291371,-,9606|9913
G27139SJ,CID71297335|SID252297208,3373,9606
G03277UZ,CID91852147|SID252284311,-,9606
G37779JP,-,-,9606
G10859BP,-,-,9606
G10080RX,-,-,9606
G90686TN,-,-,9606
G81960EK,CID91850898|SID252282823,-,9606
G02207TG,CID91851924|SID252284045,-,9823|9606
G77208XM,CID71298145|SID252286283,148,9606
G39852JB,-,-,8638|10090|9606|9913|10029
G64885AH,CID91845992|SID252276979,-,9606
G45581BY,CID91857961|SID252291270,-,9606
G12020PN,CID91853345|SID252285750,-,9606
G55979JS,CID91847469|SID252278760,-,9913|9606
G00212ZT,-,-,9913|10029|4081|9606|10535
G28960YA,CID71298061|SID252282596,307,9606|9913
G19822MG,CID91846373|SID252277435,-,9606
G68817WF,CID71297753|SID252288099,6048,9606
G13374TU,-,-,9606
G15541SE,-,-,528352|9606|10141
G91731DX,CID91853483|SID252285913,-,9606|9823|9913|10114
G09260EL,-,-,9606
G00089VH,-,-,9606
G25891YZ,CID91859928|SID252293617,-,9606
G76705YY,CID91848175|SID252279614,-,9606
G43788SW,-,-,9606|487|562|9823|10090
G20894MY,-,-,10090|9606
G73836ED,CID91848099|SID252279524,-,9606
G20009FG,CID91850377|SID252282203,-,9606
G43548LQ,CID91850804|SID252282715,-,9606
G96401FK,CID91854890|SID252287603,-,9606
G13757MF,-,-,9606
G04751OE,CID91851096|SID252283063,-,9606
G02915XR,CID71297478|SID252294986,1373,9606|9823
G04552VX,-,-,9606
G51333ZI,CID91857381|SID252290572,-,9606
G40393FZ,-,-,9606
G64175SO,CID91860133|SID252293858,-,9606
G63427CD,CID91852870|SID252285178,-,9606
G50517DR,CID91852900|SID252285217,-,9606
G89673VM,-,-,9606
G84020NP,CID91850853|SID252282771,-,11176|9606|9823|10090|10114
G64165TJ,CID71298430|SID252275761,58,9606
G78173WX,CID91849220|SID252280849,-,9606
G63622FJ,CID91854964|SID252287688,-,9606
G54884LT,-,-,9606
G60799ZL,CID71298488|SID252291698,689,9606
G54651IF,-,-,9606
G43745JV,-,-,9606
G87107PF,CID71297808|SID252278317,4348,9606
G70072FZ,CID71297946|SID252287525,1535,9606
G40915GX,CID71297494|SID252285729,1295,3649|9606|105351|5659|9031|20416|9685|32644|3988|5061|10029|7460|9940|9823|4026
G09859LE,CID91847001|SID252278184,-,9606
G13168IS,CID91856228|SID252289204,-,9606
G30770II,SID252297151|CID11425306,-,2148|9606|1582|1299
G89144TN,-,-,9606
G52013SF,CID91853801|SID252286279,-,9606
G60281PM,-,-,9606
G40249UC,-,-,9606
G39976KS,CID91850208|SID252282007,-,9606
G53000BS,CID91845227|SID252276084,-,9606
G23211TW,SID252295428|CID10220660,-,2190|9606
G23667XV,CID91853918|SID252286421,-,9606|9913
G03605BS,CID91848985|SID252280570,-,9606
G81915YU,CID91845702|SID252276638,1307,9940|9606|10090
G67838AF,CID91847537|SID252278846,-,9606
G48178AY,CID91852442|SID252284670,-,9606|9913
G76200OU,-,-,9606
G93746CY,CID71297576|SID252282807,1141,9606|9913
G43495HR,-,-,9606
G96359AD,-,-,9606
G54499PQ,CID91846869|SID252278029,1313,9606|9940
G99849MX,-,-,9606|9925
G46489HY,-,-,9606
G83864PP,CID91857348|SID252290529,-,9606
G49763BM,-,-,10029|9606|9986
G97109LT,CID71297699|SID252296010,1223,9606|11191|10029|10141
G59185WM,-,-,9606|562|10141
G36898CO,-,-,9606
G53957WR,CID91861160|SID252295108,-,9606
G33309GL,CID91849757|SID252281465,-,9606
G60890ZT,CID91826575|SID252294168,-,9606
G51813EW,-,-,9606
G70076VV,CID91849474|SID252281145,-,9606
G47047YK,-,-,9606
G09441IP,CID91860948|SID252294857,-,9606|9913|43148
G64259ZR,CID71297794|SID252284159,4091,32644|9606
G38362AS,-,-,9606
G50507PS,CID71297917|SID252282902,1677,9823|9913|3885|11309|9606|9685|3988|10114
G49664YG,CID71297585|SID252288489,1147,9823|9606|9913
G58992VJ,CID91849876|SID252281606,-,9606
G27874QL,CID71297648|SID252288172,3385,10090|9606
G15448UB,CID91848883|SID252280454,-,9606
G96017QA,-,-,9940|9606
G27384IP,CID91858315|SID252291689,-,9913|9606
G56809FB,CID91847866|SID252279249,-,9606
G80961NE,-,-,9606
G08096ND,-,-,9606
G10203DW,CID14367963|SID252281870,2597,10090|10114|32644|9606
G23598DU,CID91854340|SID252286935,2025,9606
G21218WO,-,-,9606|10116
G43301PF,CID91847708|SID252279064,-,9606|9913
G75151NJ,-,-,562|9606
G92814LI,-,-,9606
G49108TO,CID24139|SID252288111,-,11309|9606
G40994FC,CID91857884|SID252291176,-,10026|10029|10090|11820|11676|11783|10114|12721|9606|9823|9666
G78281SV,-,-,487|562|10029|10090|10114|9031|9606|10044
G55986UN,CID91852243|SID252284431,-,9606
G59995RD,-,-,9606
G81436EU,CID91856740|SID252289817,-,10090|10114|9606|9796|9913
G72300VE,-,-,9606|10029
G65070VQ,CID5321399|SID252276515,-,59045|119984|91198|9606
G92241FG,CID91853731|SID252286197,-,9606
G00910WD,CID91850737|SID252282637,-,9606
G07990UY,CID91856781|SID252289864,-,9606|9913
G78813BX,-,-,9606
G94547KR,CID91854154|SID252286702,-,9606
G42349ED,-,-,9606
G67410LQ,CID91857456|SID252290663,-,9606
G57920AK,CID91857222|SID252290385,-,9606|10090|10114
G53834TX,CID71298213|SID252287777,130,9606
G15365ZM,-,-,9606
G02226PP,CID91861367|SID252295354,-,9606|10029
G34330HT,CID91861005|SID252294923,-,9606|9940
G86143FV,CID91857673|SID252290925,-,9606|9823|9940|9986
G50165MW,-,-,9606
G74121RX,CID91852520|SID252284765,-,8022|9913|10026|10090|10114|10141|9606|9823
G88068QT,-,-,9606
G07641UW,-,-,9606
G67272YR,CID56927821|SID252295007,-,9606|487|562
G51896IF,CID91854445|SID252287059,-,9606
G47863IJ,-,-,9606
G77653XA,CID91860159|SID252293891,-,9606
G77223RQ,-,-,9606|562
G86517XT,-,-,9031|9606|9913
G47299BP,-,-,9606
G81982NW,CID91851371|SID252283385,-,9606
G99269VI,CID52921668|SID252292014,-,9606
G29965VW,CID71297511|SID252277859,1835,9606
G81275AN,CID91862436|SID252296647,-,9606
G94926TV,CID71297610|SID252296367,1153,9606
G03250UN,CID91851219|SID252283213,-,9606
G45712QJ,CID91859012|SID252292533,-,9606
G26653MA,CID91854501|SID252287127,-,9606
G35484EX,CID71297952|SID252278285,3897,9606|10036
G70494TJ,CID91855410|SID252288219,-,9606
G62763GO,CID44560080|SID252286561,-,93934|9606
G17849ZC,-,-,9606
G23416CI,CID91861346|SID252295330,-,9606
G67608DN,CID71297886|SID252280295,5344,9606
G57705QQ,CID91854962|SID252287686,-,9606
G81561UL,CID91847738|SID252279098,-,9606
G25155KV,CID91858279|SID252291642,-,9606
G49084JY,CID91846202|SID252277230,-,9606
G69187MR,CID91848820|SID252280384,-,9606
G77339RV,CID91858970|SID252292485,-,9606
G90103MR,-,-,9606
G56285KF,CID91849994|SID252281751,-,9606
G93575MM,CID56927864|SID252296434,2243,4896|9606|9823|9913
G64604UL,CID71298207|SID252282041,160,9606|9823|6183
G79691MO,CID91851833|SID252283941,-,9606
G64661YG,CID91848609|SID252280137,-,10114|9606|9796
G63170HT,-,-,9606
G08304AG,CID91858050|SID252291373,-,10114|32644|9606
G79333MY,CID656944|SID252287064,-,10029|10090|10116|96820|5693|9823|9606
G50779LX,CID91828258|SID252283655,-,9606
G71136NQ,-,-,9606
G60875XB,CID91854086|SID252286620,-,9606|9913
G82252QI,CID91850862|SID252282783,-,9606
G25178FO,CID91853612|SID252286056,-,9606
G14244NF,-,-,9606
G86504RY,CID71297487|SID252291517,1161,9606
G51168CH,CID91861980|SID252296081,-,9606
G04690JX,-,-,210|9606|9615|10090
G16733YD,-,-,9606
G30309QX,-,-,9606|9913
G34582DB,-,-,9606
G17964XN,-,-,9606
G28436VD,CID91849708|SID252281410,-,9606
G17039ZC,CID91862169|SID252296314,-,9606
G00706QN,CID71297427|SID252294164,3179,9606
G27025MB,CID35717|SID252284195,25,38577|9606|10029|9534
G74458LK,SID252294439|CID11425306,-,2148|9606|1582|1299
G57696GW,CID91845175|SID252276021,-,9606
G62167DK,CID91848865|SID252280436,-,8839|9606|8976|9823|9913|7458|10114|9031
G02386TE,-,-,9606
G68294HN,-,-,10114|9606|9913|9986
G64566OC,CID91854966|SID252287690,-,9606
G83619QP,-,-,562|9606|9913
G90251SV,-,-,9606
G11700UP,CID71297953|SID252288829,4280,9606|11033|10114
G95186HE,CID71297834|SID252277134,1193,32644|61084|9606|9913|10029|10116
G66653BX,CID91859791|SID252293453,-,9606
G55929FR,CID91862060|SID252296179,-,9606
G80062GG,CID91825690|SID252279124,-,9376|9378|93934|9606|9615|9925|9940|9986|10090|10114
G74949YP,CID71297431|SID252294165,3201,9606
G54513OG,CID91848197|SID252279639,-,9606
G40764VP,-,-,210|9606|9913|562|9823|9031|10114
G50375DL,CID91852181|SID252284358,-,9606|10029
G19619KS,CID91856705|SID252289779,-,10029|10141|9542|9544|9606
G98335IX,CID44611309|SID252295463,5621,9606
G45614AE,CID91861974|SID252296074,-,9031|9606|9913
G90950UC,-,-,10090|9606|9913
G19059PI,-,-,72702|9031|7957|9823|9913|9940|9606|9615|9685|7778|10029|10046|10047|10090|10114|10141|9544|9721|6447|9986
G14885WQ,-,-,9606
G47647QY,-,-,9606
G33981FE,CID71297761|SID252276026,5104,9606
G08043ID,CID71297432|SID252278986,3203,9606
G28665FP,-,-,9606
G81912AC,CID91854370|SID252286973,-,9606|9913
G50504QA,CID91861354|SID252295339,-,9606
G13112FS,-,-,9606|9913|10029
G02646YL,CID91847128|SID252278348,-,9913|9606|9823
G80637VS,CID71297674|SID252283701,3389,10116|9606
G95616YE,-,-,9606
G20176SH,-,-,9606
G22048BB,-,-,9606
G30062BR,CID91861524|SID252295542,-,9606
G56657VE,CID91858912|SID252292412,-,9606
G37306TB,CID71297869|SID252278202,1797,10029|9606
G40706KD,-,-,9606
G99507PM,CID91855551|SID252288394,-,9606
G56512IR,CID91853206|SID252285576,-,9606
G17875TE,-,-,9606
G86414TE,-,-,9606|10029
G82763XK,-,-,10029|9606
G30304DE,-,-,9606
G97480VZ,-,-,9606
G71832QJ,CID51351677|SID252281791,1,9823|9606|146672|38577|9913
G59513YA,CID71297982|SID252277228,1681,55057|9606|7227|7091|3885|11309|5691|9823|9913|10029|10090|3988|10114
G81524AY,-,-,9606
G14252XR,-,-,9606
G55169DK,-,-,9606
G53272SL,CID91853468|SID252285895,-,9606
G31531YC,CID91847985|SID252279388,-,9606
G00034MO,-,-,9940|9606|10029|10114
G89027OP,CID91858984|SID252292501,-,9606
G06239NA,CID10230777|SID252280989,-,9606|487|562|9913|10090|10114|93934
G71041DQ,-,-,9606
G44023GI,CID71297569|SID252283466,3221,9606
G44754DF,CID71297545|SID252292933,2073,11309|32644|9606|9913|9986|10090|7787|40674
G33620BP,CID91853687|SID252286140,-,9606
G42830YF,CID91855691|SID252288563,-,9606|10026|10029|10114
G22418PV,CID91825708|SID252287074,-,10029|9606
G14191ZT,CID91861861|SID252295934,-,9606|8384
G65447BW,CID91862442|SID252296653,-,9606
G53962WT,CID91847637|SID252278975,-,9606
G72379PC,CID91858190|SID252291535,-,9606
G66723QO,CID91850746|SID252282648,-,9606
G05979QC,CID91858612|SID252292045,-,9606
