GlyTouCan Id,GlycoDB ID,GlycO,IUPAC,
G07784GJ,30169,,-,
G07787RP,8197,,-,
G07789RL,18008,,-,
G07792XX,10887,,-,
G07810DU,29413,,-,
G07815PK,30656,,-,
G07817GR,4628,,-,
G07817HH,5422,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-[alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->2)]-alpha-L-Manp-(1->6)-[beta-L-Galp-(1->4)-[alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->6)]-beta-L-Galp-(1->4)-[alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->4)]-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?-]-,
G07819QF,4689,,[alpha-L-Galp-(1->6)-alpha-L-Galp-(1->3)-beta-L-Galp(1-]-,
G07821GO,17699,,-,
G07822HH,19051,,-,
G07826CT,8667,,-,
G07826YK,7679,,-,
G07829JQ,40049,,-,
G07831JA,23189,,-,
G07831RZ,20771,,-,
G07835SR,459,,-,
G07842DQ,19641,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1->,
G07846FX,15585,,-,
G07852OX,37949,,-,
G07860ZO,13243,,-,
G07861AT,15526,,-,
G07861ZQ,7243,,-,
G07863NE,40038,,-,
G07865ET,31414,,-,
G07868FO,27353,,-,
G07874XV,28193,,-,
G07875MT,11705,,-,
G07876CX,12112,,-,
G07878XG,12910,,-,
G07879RW,38200,GOG707,-,
G07879RZ,25225,,-,
G07884CI,22092,,-,
G07887XY,31802,,-,
G07889EZ,8396,,-,
G07891AD,21988,,-,
G07893YP,34312,,-,
G07899CA,5667,,-,
G07902IQ,6395,,-,
G07904XW,22686,,-,
G07912CK,7144,,-,
G07920NU,26311,,-,
G07923CD,23328,,-,
G07926QJ,13161,,-,
G07929BX,10340,,-,
G07929VT,32795,,-,
G07930AJ,32538,,-,
G07930FY,25559,,-,
G07933BA,7931,,-,
G07943FD,36491,,-,
G07953GL,30238,,-,
G07957RU,40917,,-,
G07958HH,16230,,-,
G07961BI,23188,,-,
G07969JE,20924,,-,
G07969KK,40008,,-,
G07975LR,16557,,-,
G07978HT,2789,,-,
G07982BU,1483,,-,
G07982LO,12215,,-,
G07982RO,16487,,beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1->,
G07988HX,12985,,-,
G07988SE,22000,,-,
G07990UY,1566,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?->,
G07995VK,9157,GOG234,-,
G07997TN,41066,,-,
G07999XA,3826,,-,
G08005OQ,761,,-,
G08005PG,8071,,-,
G08007DV,16402,,-,
G08009JY,6183,,-,
G08009LH,10543,,-,
G08010RJ,25749,,-,
G08013EN,11345,,-,
G08016RU,16731,,-,
G08016YO,3991,,-,
G08033HL,33609,,-,
G08041HD,7231,,-,
G08043ID,28729,,[alpha-D-Fucp-(1->6)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)-beta-D-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-beta-L-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-?-D-GlcpNAc(1-]-,
G08046LM,7785,,[alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->3)-L-GalNAc(?-]-,
G08049OH,35230,,-,
G08051UD,3960,,-,
G08054OD,34241,,-,
G08054OD,27909,,-,
G08055MG,1383,,[alpha-L-GalpNAc-(1->3)-[alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)]-beta-L-GlcpNAc-(1->6)-beta-L-Galp-(1->3)-L-GalNAc(?-]-,
G08060JF,20388,,-,
G08064FX,11768,,-,
G08066KX,1655,,beta-L-Galp-(1->3)-L-GlcNAc(?->,
G08070PH,8801,,-,
G08074EX,22309,,-,
G08076GP,979,GOG25,-,
G08078RH,19625,,-,
G08080ND,19797,,-,
G08082DY,30924,,-,
G08085PB,12817,,-,
G08096ND,2493,,-,
G08098NX,15569,,-,
G08102VH,27182,,-,
G08105HA,12857,,-,
G08107BH,12798,,-,
G08107DQ,16918,,-,
G08107SW,22936,,-,
G08108EN,35401,,-,
G08111FJ,19778,,-,
G08112VC,26258,,-,
G08113XU,39646,,-,
G08117AX,38345,GOG854,-,
G08117MW,12724,,-,
G08119GF,23569,,-,
G08121TP,6773,,-,
G08121VW,18832,,-,
G08124HH,9602,,-,
G08126ZF,25246,,-,
G08129VP,38244,GOG752,-,
G08132AH,40545,,-,
G08135JC,16492,,-,
G08136UT,36870,,-,
G08140FC,3189,,-,
G08143BZ,35159,,-,
G08146BT,41045,,-,
G08147LK,13648,,-,
G08151NO,10293,,-,
G08151XL,37457,,-,
G08157XK,35161,,-,
G08158VJ,15653,,-,
G08159WL,26049,,-,
G08160YZ,16352,,-,
G08161JQ,20360,,-,
G08169IN,32683,,-,
G08169MG,4346,,-,
G08170TR,34992,,-,
G08176ZW,16512,,-,
G08185DV,16129,,-,
G08190UU,15624,,-,
G08191QJ,29342,,-,
G08191RW,19675,,-,
G08192DD,9208,,-,
G08197LR,15864,,-,
G08201TX,41106,,-,
G08203AK,34351,,-,
G08209VQ,8698,,-,
G08216JZ,30868,,-,
G08216PP,23295,,-,
G08217OT,25768,,-,
G08217TF,26955,,-,
G08219PH,7014,,-,
G08220YA,19209,,-,
G08229OJ,12321,,-,
G08230UB,32891,,-,
G08235SX,3976,,-,
G08242BT,14487,GOG539,-,
G08244HV,32696,,-,
G08244KE,7888,,[beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-alpha-D-NeupAc-(2->3)-beta-D-Galp-(1->3)-D-GalNAc(?-]-,
G08244YE,7899,,[beta-L-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-[beta-L-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-L-Galp-(1->3)]-L-GalNAc(?-]-,
G08249MI,29312,,-,
G08259GX,38585,,-,
G08261FC,16956,,-,
G08261SL,5354,,-,
G08261YZ,9492,,-,
G08261ZL,38563,,-,
G08267IW,22844,,-,
G08268PJ,29364,,-,
G08269OB,7262,,-,
G08272PJ,18195,,-,
G08279YP,27218,,-,
G08282ML,37913,,-,
G08283ER,19488,,-,
G08287EF,18139,,-,
G08291YQ,38654,,-,
G08297DA,20223,,-,
G08298VG,32142,,-,
G08300KU,38758,,-,
G08303ZB,25256,,-,
G08304AG,18069,,[alpha-L-Manp-(1->6)-[alpha-L-Manp-(1->3)-alpha-L-Manp-(1->6)]-beta-D-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-?-D-GlcpNAc(1->,
G08307TY,23528,,-,
G08308TF,4473,,-,
G08312IV,4826,,-,
G08324IQ,17387,GOG1194,-,
G08324ZK,17801,,-,
G08326EJ,34045,,-,
G08326EJ,28351,,-,
G08326JL,32748,,-,
G08326LI,18452,,-,
G08332DV,24562,,-,
G08339RB,5199,,-,
G08340FW,13395,,-,
G08343HB,31058,,-,
G08345VC,34426,,-,
G08346BL,17437,,-,
G08348BC,21178,,[alpha-L-Manp-(1->2)-alpha-L-Manp-(1->6)-[alpha-L-Manp-(1->3)-beta-L-Manp-(1->6)]-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-?-D-GlcpNAc(1->,
G08355EN,2479,,-,
G08355NG,25204,,-,
G08357TG,36736,,-,
G08357XM,11396,,-,
G08358DN,19181,,-,
G08359PG,6271,,-,
G08362AY,26733,,-,
G08364MT,2569,,-,
G08370BV,35046,,-,
G08371CD,4446,,-,
G08371VN,13362,,-,
G08373SM,17873,,-,
G08378CE,3706,,-,
G08378WD,29014,,-,
G08380SA,1314,,-,
G08385PV,5504,,-,
G08385ZD,26372,,-,
G08385ZD,34154,,-,
G08386BY,21592,,-,
G08387BX,1911,,-,
G08394CG,13566,,-,
G08396BF,35174,,-,
G08398AS,24017,,-,
G08401VY,23014,,-,
G08407HN,28466,,-,
G08409XW,12832,,-,
G08414ZN,30482,,-,
G08418PB,30020,,-,
G08422UZ,29125,,-,
G08426DX,40108,,-,
G08429CA,12049,,-,
G08429MH,27514,,-,
G08429MH,34216,,-,
G08429SS,13564,,-,
G08431VH,16875,,-,
G08431YY,20198,,-,
G08434TE,17046,,-,
G08436XE,31734,,-,
G08441QC,5585,,-,
G08443OF,1811,,-,
G08443UJ,12437,,-,
G08444YY,7101,,-,
G08449KE,26154,,-,
G08450OR,19803,,-,
G08456DL,11866,,-,
G08456JR,11742,,-,
G08456TO,14482,,-,
G08460PR,4280,,-,
G08460SI,7592,,-,
G08463CD,8003,,-,
G08465VN,9187,,-,
G08474XG,8221,,-,
G08476ER,16882,,-,
G08480VC,6723,,-,
G08482AW,32821,,-,
G08482WE,16024,,-,
G08485BS,15818,,-,
G08485TO,20831,,-,
G08487XA,12070,,-,
G08491JH,13722,,-,
G08492JZ,1499,,-,
G08493GY,13932,,-,
G08497KY,12273,,-,
G08500WB,25860,,-,
G08501KC,24484,GOG585,-,
G08510JB,30906,,-,
G08512YO,38311,GOG819,-,
G08518EG,2013,,-,
G08520NM,1867,GOG136,-,
G08527PQ,17092,,-,
G08535US,2985,,-,
G08539FO,650,,-,
G08540DD,1844,GOG1012,-,
G08543DY,36250,,-,
G08545ST,33766,,-,
G08545YM,28604,,-,
G08549OY,19237,,-,
G08549SV,7004,,-,
G08550HP,6932,,-,
G08550JD,10282,,-,
G08551YA,37537,,-,
G08553IB,11471,,-,
G08553ZK,11765,,-,
G08554OQ,22117,,-,
G08554TG,23241,,-,
G08556PL,7140,,-,
G08558JH,23305,,-,
G08559QL,4604,,-,
G08560DH,3134,,-,
G08561XZ,9832,,-,
G08563MM,9248,,-,
G08564XW,27963,,-,
G08568MV,2805,,-,
G08569VN,32647,,[alpha-D-NeupAc-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-alpha-D-NeupAc-(2->3)-beta-D-Galp6S-(1->3)-beta-D-Galp-(1->3)-?-D-GalpNAc(1-]-,
G08570LJ,39620,,-,
G08572HY,19168,,-,
G08577PR,29008,,-,
G08577ZR,13904,GOG428,-,
G08581TQ,22740,,-,
G08582DC,33118,,-,
G08582QL,38832,,-,
G08583LG,12031,,-,
G08585UH,13877,,-,
G08589LS,1425,,-,
G08590LZ,23051,,-,
G08591PY,34760,,-,
G08595ZG,8856,,-,
G08596KQ,39098,,-,
G08602DO,34323,,-,
G08608CG,38181,GOG688,-,
G08611VN,38567,,-,
G08616RN,24129,,-,
G08620RK,21246,,-,
G08623MP,23212,,-,
G08624PX,40474,,-,
G08624VL,9995,,-,
G08628GK,37123,,-,
G08629YK,40443,,-,
G08631JB,38892,,-,
G08631JE,31615,,-,
G08633IZ,26465,,-,
G08633IZ,34874,,-,
G08636CQ,32861,,-,
G08644YY,3111,,-,
G08646IB,39692,,-,
G08646YJ,854,,-,
G08648UJ,1321,,-,
G08651QI,26176,,-,
G08660TS,31202,,-,
G08664LZ,20217,,-,
G08668QD,28496,,-,
G08669AX,7872,,-,
G08670TQ,28495,,-,
G08670TQ,34269,,-,
G08672HQ,2171,,-,
G08675PK,24627,,-,
G08678EW,26324,,-,
G08678RP,38684,,-,
G08679EM,15080,,-,
G08679LR,8989,,-,
G08680PT,34290,,-,
G08680PT,15990,,-,
G08681RU,25929,,-,
G08690HO,40875,,-,
G08691UZ,39362,,-,
G08692FN,15309,,-,
G08693GB,35255,,-,
G08699RH,35718,,-,
G08700OQ,14554,,-,
G08703BV,9972,,-,
G08706UK,653,,-,
G08707KZ,27522,,-,
G08711ZN,7081,,-,
G08713XR,7813,,-,
G08714YQ,18572,,-,
G08719TZ,7118,,-,
G08721VU,11238,,-,
G08722HB,22222,,-,
G08723AU,18067,,-,
G08727IE,24234,,-,
G08731KN,17668,,-,
G08732ZV,6199,,-,
G08736CB,16386,,-,
G08738HO,4660,,-,
G08743FB,14330,,-,
G08744DM,23115,,-,
G08748CW,13237,,-,
G08749FU,2643,,-,
G08750HZ,8529,,-,
G08755WX,10877,,-,
G08762PV,34361,,-,
G08763GU,34952,,-,
G08770AU,26106,,-,
G08770RO,11280,,-,
G08771DC,14233,,-,
G08772HL,6762,,-,
G08772KU,18307,,-,
G08775SS,30156,,-,
G08776GA,1922,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-[alpha-D-Fucp-(1->3)-beta-D-GlcpNAc-(1->3)]-beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-D-GlcpNAc-(1->3)]-beta-L-Galp-(1->4)-beta-D-GlcpNAc(1->,
G08777TP,35520,,-,
G08781MF,12961,,-,
G08783WL,35576,,-,
G08784DO,7717,,-,
G08785FX,22898,,-,
G08792QQ,9626,,-,
G08794FF,23362,,-,
G08795GE,18538,,-,
G08796XG,15343,,-,
G08800EW,22973,,-,
G08800PG,10060,,-,
G08805TE,7349,,-,
G08806VI,3668,,-,
G08812KO,39473,,-,
G08812SX,19247,,-,
G08812UY,40329,,-,
G08818YY,33679,,-,
G08820NR,1488,,-,
G08822BC,38687,,-,
G08823VD,6577,,-,
G08826KQ,30019,,-,
G08827DE,19259,,-,
G08829DO,35031,,-,
G08835TC,1345,,-,
G08838KS,16394,,-,
G08838QN,5445,,-,
G08839YG,30180,,-,
G08841ZJ,7058,,-,
G08843SN,7404,,-,
G08847SK,34922,,-,
G08853XI,24672,,-,
G08854BI,4031,,-,
G08854EU,9437,,-,
G08855PJ,5142,GOG1100,-,
G08858BB,16517,,-,
G08861VL,17826,,-,
G08862MM,10509,,-,
G08863AM,26109,,-,
G08864PG,18692,,-,
G08866CW,32463,,-,
G08866ZO,36724,,-,
G08868OV,34160,,-,
G08868OV,26420,,-,
G08869QY,15148,,-,
G08869RB,12726,,-,
G08871VD,38982,,-,
G08872UM,17038,,-,
G08875HF,36433,,-,
G08881CQ,5396,,-,
G08881LV,3264,,-,
G08882LF,10248,,-,
G08893BX,39562,,-,
G08894MB,10526,,-,
G08896RO,13958,,-,
G08898NO,14993,,-,
G08907TU,18197,,-,
G08911YX,26393,,-,
G08916IS,18722,,-,
G08918EL,14759,,-,
G08921OS,24773,,-,
G08922JD,31179,,-,
G08922VD,12672,,-,
G08925AX,30223,,-,
G08925QH,2311,,-,
G08926IP,22066,,-,
G08932YS,16215,,-,
G08936DJ,1364,,-,
G08936XB,30299,,-,
G08941SU,30077,,-,
G08944HT,38814,,-,
G08948NX,33710,,-,
G08955RC,27895,,-,
G08958FN,31434,,-,
G08961OP,31293,,-,
G08961VV,1882,,-,
G08962ZB,8673,,-,
G08966DO,12210,,-,
G08974DK,12118,,-,
G08986RZ,25716,,-,
G08997RS,6061,,-,
G08997SV,15859,,-,
G09001VC,25753,,-,
G09005IK,2984,,-,
G09009DV,29144,,-,
G09010GN,23396,,-,
G09013LZ,29921,,-,
G09014BC,11024,,-,
G09019CV,35141,,-,
G09020HN,19640,,-,
G09023OT,11431,,-,
G09025ID,24697,,-,
G09026TF,5108,,-,
G09026YS,30692,,-,
G09033EG,25816,,-,
G09035TO,2340,,-,
G09038YN,20889,,-,
G09042DJ,36798,,-,
G09042IA,37238,,-,
G09043LP,39287,,-,
G09045NG,11264,,-,
G09046VA,24132,,-,
G09046VD,11230,,-,
G09047IA,19419,,-,
G09048BA,37237,,-,
G09048SJ,18322,,-,
G09049BP,37961,,-,
G09053DC,33378,,-,
G09054KE,34565,,-,
G09057LN,10247,,-,
G09057MT,12773,,-,
G09058KZ,30360,,-,
G09060JH,34662,,-,
G09060YK,39640,,-,
G09061EI,23250,,-,
G09064IP,39148,,-,
G09074CE,4882,,-,
G09075YQ,19299,,-,
G09085ZB,19938,,-,
G09086WH,7439,,-,
G09088BU,3771,,-,
G09089AJ,25852,,-,
G09090CS,19442,,-,
G09094TC,37115,,-,
G09095ZW,33910,,-,
G09097IR,28367,,-,
G09102AG,7563,,-,
G09104NG,12111,,-,
G09108HO,21411,,-,
G09110SD,7173,,-,
G09115OQ,19635,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1->,
G09117JA,25781,,-,
G09117NC,32930,,-,
G09125WG,20028,,[alpha-D-Fucp-(1->6)-[beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-[beta-L-GlcpNAc-(1->4)-[alpha-L-GalpNAc-(1->3)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)]-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G09126MW,940,,-,
G09126VO,22021,,-,
G09126XJ,17672,,-,
G09128CG,36536,,-,
G09128XP,22622,,-,
G09130LO,20431,,-,
G09131WF,39862,,-,
G09132XO,6512,,-,
G09137ZU,13156,,-,
G09139MX,32569,,-,
G09139UB,1375,,-,
G09141DK,1653,,-,
G09141GO,38831,,-,
G09142NP,29598,,-,
G09148CP,16519,,-,
G09150LP,13553,GOG333,-,
G09153YJ,37971,,-,
G09157EW,15358,,-,
G09160VX,30988,,-,
G09161MH,4831,,-,
G09162WC,22836,,-,
G09165XB,4368,,-,
G09169SF,31090,,-,
G09171NW,1330,,-,
G09172FF,30689,,-,
G09173AD,40440,,-,
G09178QF,18869,,-,
G09183JD,269,,-,
G09185JU,12600,,-,
G09186AD,6692,,-,
G09186GP,37719,,-,
G09195YO,12809,,-,
G09201HE,36296,,-,
G09203DL,12036,,-,
G09204WI,17132,,-,
G09205NF,25292,,-,
G09207SI,20788,,-,
G09212KV,39487,,-,
G09214PK,37242,,-,
G09214PY,12509,,-,
G09216SO,352,,-,
G09222UH,8633,,-,
G09223OK,22838,,-,
G09224CQ,17901,,-,
G09225SF,22103,,-,
G09226UJ,416,,-,
G09243NO,2842,,-,
G09245EB,3587,,-,
G09255AF,29532,,-,
G09256ZZ,8617,,-,
G09257MJ,35616,,-,
G09260EL,8853,,-,
G09261NZ,31222,,-,
G09261VZ,4074,,-,
G09267HH,6908,,-,
G09270HD,27056,,-,
G09276TA,10333,,-,
G09276VG,36728,,-,
G09277OQ,20570,,-,
G09278KZ,16406,,-,
G09278UP,17711,,-,
G09280JF,31287,,-,
G09284NG,5975,,-,
G09286SA,40283,,-,
G09297WO,12685,,-,
G09313TU,18185,,-,
G09314FY,28979,,-,
G09314IY,39650,,-,
G09318AI,16045,,-,
G09318DC,17375,,-,
G09319JK,17596,,[beta-D-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-[beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]]-?-D-GlcpNAc(1->,
G09322OS,18055,,-,
G09324ZP,8830,,-,
G09327TR,3914,,-,
G09328SI,37110,,-,
G09329WK,6741,,-,
G09329XM,37435,,-,
G09338QA,1326,,-,
G09338XD,10634,,-,
G09342SH,16913,,-,
G09343UE,38079,,-,
G09347XT,26005,,-,
G09349XQ,19661,,-,
G09351VH,1165,,-,
G09353HF,33210,,-,
G09353LJ,33349,,-,
G09355OD,7210,,-,
G09362PR,1095,,-,
G09362VG,8107,,-,
G09365FC,29850,,-,
G09365GV,6772,,-,
G09367BY,37323,,-,
G09368TK,15976,,-,
G09372HW,35421,,-,
G09376MR,915,,-,
G09383GC,2211,,-,
G09383LM,3988,,-,
G09385SC,21813,,-,
G09389FE,13113,,-,
G09389ZM,6011,,-,
G09390MG,27784,,-,
G09391SV,14396,,-,
G09391XP,35266,,-,
G09393NL,18960,,-,
G09397NL,38382,,-,
G09397UV,35884,,-,
G09397VU,15572,,-,
G09397XW,3762,,-,
G09399WX,21154,,-,
G09400JY,16313,,-,
G09401OT,20272,,-,
G09403OT,21433,,-,
G09406JN,29843,,-,
G09416DG,10121,,-,
G09420NN,19037,,-,
G09421MA,19708,,-,
G09423EM,6495,,-,
G09424UT,20564,,-,
G09425PN,35898,,-,
G09426HI,33320,,-,
G09430FY,16712,,-,
G09435GU,38940,,-,
G09435OK,36779,,-,
G09438SQ,21272,,-,
G09441IP,1511,,-,
G09446VC,13928,GOG448,-,
G09450SV,32976,,-,
G09452ED,9927,,-,
G09453OL,29677,,-,
G09454DI,19670,,-,
G09454VW,13129,,-,
G09459NU,23106,,-,
G09460TE,5895,,-,
G09468GF,38791,,-,
G09471VI,36183,,-,
G09480GI,22522,,-,
G09480OP,19091,,-,
G09480QQ,16747,,-,
G09482NW,2861,GOG42,-,
G09484YA,23331,,-,
G09485LV,34006,,-,
G09485LV,33908,,-,
G09489ZO,3579,,-,
G09494DM,4100,,-,
G09497IX,27607,,-,
G09499NU,33418,,-,
G09501WL,11349,,-,
G09502PP,26663,,-,
G09507TI,9529,,-,
G09512LR,33700,,-,
G09513RD,1493,,-,
G09523BB,37812,,-,
G09525LR,8588,,-,
G09529HK,23403,,-,
G09530VW,25444,,-,
G09532XJ,35551,,-,
G09533NV,10924,,-,
G09534JK,22732,,-,
G09536VZ,16790,,-,
G09539DF,10868,,-,
G09540HP,6556,,-,
G09540UP,23180,,-,
G09546QO,3601,,-,
G09547GG,33689,,-,
G09548UE,7747,,-,
G09550LN,23775,,-,
G09552LA,547,GOG988,-,
G09558FX,9616,,-,
G09562VP,35207,,-,
G09568JT,11813,,-,
G09571BR,21871,,-,
G09571JR,37297,,-,
G09576EF,31417,,-,
G09576QH,13464,GOG304,-,
G09577HG,27454,,-,
G09577VH,15601,,-,
G09578TK,18609,,-,
G09579KL,12854,,-,
G09579TT,5716,,-,
G09583ED,12990,,-,
G09584MK,4413,,-,
G09585KE,15724,,-,
G09585XS,31052,,-,
G09586PQ,12845,,-,
G09596RU,31125,,-,
G09601WV,39268,,-,
G09603GS,20358,,-,
G09604EH,13283,,-,
G09605DV,29474,,-,
G09607VT,17249,,-,
G09610VP,9693,,-,
G09613ZG,12575,,-,
G09616TX,31634,,-,
G09618SB,39067,,-,
G09618YZ,3464,,-,
G09620VM,40345,,-,
G09625LB,35614,,-,
G09629PQ,33050,,-,
G09630RE,15346,,-,
G09633JJ,5589,,-,
G09639SZ,40432,,-,
G09640MW,15669,,-,
G09640QH,5202,,-,
G09640VJ,39654,,-,
G09645JO,9330,,-,
G09646QM,27962,,-,
G09650BK,32331,,-,
G09650IH,3383,,-,
G09652ZI,32397,,-,
G09653GD,36741,,-,
G09658RZ,10597,,-,
G09659CF,34239,,-,
G09659CF,34207,,-,
G09659CF,27403,,-,
G09659CF,27854,,-,
G09659UL,28465,,-,
G09661WM,9371,,-,
G09662MS,20016,,-,
G09664GG,29482,,-,
G09666WO,20446,,-,
G09670SR,13541,GOG321,-,
G09675DY,1567,,-,
G09675LS,12240,,-,
G09675SW,27241,,-,
G09676KV,16121,,-,
G09681HR,26242,,-,
G09681LD,32762,,-,
G09681QS,35540,,-,
G09682KX,10405,,[alpha-D-NeupAc-(2->6)-[alpha-D-NeupAc-(2->6)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)]-beta-D-GlcpNAc-(1->3)-D-GalNAc(?-]-,
G09686OP,10631,,-,
G09687RJ,2754,,-,
G09687WJ,27021,,-,
G09688GE,31128,,-,
G09689DR,26399,,-,
G09693RI,5546,,-,
G09696LZ,12010,,-,
G09700UE,13736,,-,
G09705MA,11160,,-,
G09708QO,22598,,-,
G09710IN,15869,,-,
G09711MU,18863,,-,
G09715CS,18502,,-,
G09716CM,40959,,-,
G09720RN,10935,,-,
G09724ZC,2379,GOG161,-,
G09727XA,39643,,-,
G09730EH,32446,,-,
G09736PR,37229,,-,
G09736QV,6718,,-,
G09738SZ,781,,-,
G09741DV,2262,GOG961,-,
G09745MI,23723,,-,
G09749HI,31042,,-,
G09754RK,7249,,-,
G09765RB,26098,,-,
G09774HM,15586,,-,
G09774TR,30728,,-,
G09776OJ,17572,,-,
G09777HT,31841,,-,
G09777TW,3622,,-,
G09782JM,33008,,-,
G09783GH,34294,,-,
G09783ZK,26938,,-,
G09784SK,38234,GOG742,-,
G09786HM,6483,,-,
G09791GF,15408,,-,
G09792AY,19340,,-,
G09797GJ,37989,,-,
G09797WR,29141,,-,
G09799AV,38313,,-,
G09799GT,9186,,-,
G09805DP,37561,,-,
G09807KZ,26626,,-,
G09809WQ,12183,,-,
G09810RW,36957,,-,
G09811CA,36350,,-,
G09812PB,39924,,-,
G09814TD,19997,,-,
G09817ZK,6907,,-,
G09819VQ,21665,,-,
G09825UT,4664,,-,
G09826DW,29323,,-,
G09826WW,13653,,-,
G09826ZW,7969,,-,
G09829NK,288,,-,
G09830FT,11204,,-,
G09835ZB,25675,,-,
G09839ES,35941,,-,
G09845DR,38045,,-,
G09846BY,14011,,-,
G09846LP,26100,,-,
G09846YB,4558,,-,
G09855HH,5303,,-,
G09857WN,39183,,-,
G09857XA,24147,,-,
G09858CE,14547,,-,
G09859IQ,38745,,-,
G09859LE,9188,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->8)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->3)-L-GalNAc(?-]-,
G09861HL,16251,,-,
G09865KN,37697,,-,
G09869AT,17354,,-,
G09870TM,36806,,-,
G09882JG,32372,,-,
G09892JG,38920,,-,
G09895YO,38734,,-,
G09899NJ,13201,,-,
G09899OP,11960,,-,
G09900YE,12775,,-,
G09902CG,4699,,-,
G09903GK,29458,,-,
G09905HJ,40031,,-,
G09906CC,12542,,-,
G09906MP,26115,,-,
G09909FT,9790,,-,
G09914HV,11587,,-,
G09920OG,10125,,-,
G09921WG,13970,GOG463,-,
